,USD,JPY,CYP,CZK,DKK,EEK,GBP,HUF,LTL,LVL,MTL,PLN,ROL,SEK,SIT,SKK,CHF,ISK,NOK,TRL,AUD,CAD,HKD,KRW,NZD,SGD,ZAR,BGN,TRY,HRK,RUB,CNY,IDR,MYR,PHP,THB,RON,BRL,MXN,INR,ILS,date
7359,1.0818,120.52,,25.186,7.4699,,0.83833,337.61,,,,4.2989,,10.5833,,,1.06,139.3,10.1328,,1.6384,1.4372,8.4324,1319.2,1.7095,1.5164,16.3592,1.9558,6.6599,7.465,70.6675,7.6102,15098.95,4.5728,55.248,34.336,4.8063,4.7474,20.7234,77.8265,3.7208,2020-02-24
7360,1.084,119.92,,25.226,7.4701,,0.8363,337.41,,,,4.3012,,10.5688,,,1.0605,139.3,10.16,,1.6442,1.4403,8.4445,1315.68,1.716,1.5166,16.4649,1.9558,6.6688,7.4567,70.7943,7.6045,15094.7,4.5886,55.36,34.39,4.8098,4.7569,20.6185,77.724,3.7158,2020-02-25
7361,1.0875,120.13,,25.344,7.471,,0.8415,339.28,,,,4.3094,,10.5813,,,1.0606,139.3,10.2113,,1.6565,1.4469,8.4742,1322.29,1.7273,1.5204,16.4555,1.9558,6.6981,7.4605,71.2368,7.6329,15221.86,4.5952,55.538,34.664,4.805,4.7741,20.806,77.9195,3.7429,2020-02-26
7362,1.0964,120.46,,25.283,7.4725,,0.84995,338.37,,,,4.3124,,10.5753,,,1.0627,139.3,10.2918,,1.6672,1.4636,8.5456,1327.83,1.7326,1.5294,16.842,1.9558,6.7538,7.4625,72.1052,7.6813,15387.97,4.6164,55.767,34.701,4.81,4.8975,21.2601,78.538,3.7671,2020-02-27
7363,1.0977,119.36,,25.39,7.4723,,0.85315,337.57,,,,4.3259,,10.6738,,,1.0614,139.3,10.3888,,1.6875,1.4757,8.555,1324.98,1.7608,1.5317,17.0961,1.9558,6.8348,7.4695,73.6096,7.6662,15749.25,4.6263,56.027,34.632,4.813,4.9232,21.637,79.285,3.8052,2020-02-28
7364,1.0977,119.36,,25.39,7.4723,,0.85315,337.57,,,,4.3259,,10.6738,,,1.0614,139.3,10.3888,,1.6875,1.4757,8.555,1324.98,1.7608,1.5317,17.0961,1.9558,6.8348,7.4695,73.6096,7.6662,15749.25,4.6263,56.027,34.632,4.813,4.9232,21.637,79.285,3.8052,2020-02-29
7365,1.0977,119.36,,25.39,7.4723,,0.85315,337.57,,,,4.3259,,10.6738,,,1.0614,139.3,10.3888,,1.6875,1.4757,8.555,1324.98,1.7608,1.5317,17.0961,1.9558,6.8348,7.4695,73.6096,7.6662,15749.25,4.6263,56.027,34.632,4.813,4.9232,21.637,79.285,3.8052,2020-03-01
7366,1.1122,119.82,,25.525,7.473,,0.87113,336.92,,,,4.3276,,10.6063,,,1.0655,141.7,10.4043,,1.6998,1.4857,8.6525,1325.85,1.7738,1.5449,17.4202,1.9558,6.9253,7.4835,74.56,7.7469,15909.41,4.6751,56.511,34.968,4.8106,4.9938,21.9963,80.917,3.8826,2020-03-02
7367,1.1117,119.77,,25.475,7.473,,0.8701,336.68,,,,4.3166,,10.559,,,1.0646,142.9,10.3328,,1.6911,1.4857,8.6471,1327.59,1.7728,1.5479,17.3245,1.9558,6.8626,7.4853,74.005,7.7572,15877.0,4.6758,56.467,35.063,4.8087,5.0032,21.6599,81.429,3.847,2020-03-03
7368,1.1125,119.58,,25.34,7.4727,,0.8685,334.96,,,,4.2968,,10.5555,,,1.0647,142.2,10.3051,,1.6794,1.4862,8.6437,1314.96,1.7667,1.54,16.9784,1.9558,6.7828,7.4848,73.218,7.7014,15702.94,4.6491,56.288,34.866,4.8073,5.0146,21.4105,81.5025,3.8451,2020-03-04
7369,1.1187,119.63,,25.346,7.4712,,0.8667,335.7,,,,4.3029,,10.5915,,,1.0663,142.2,10.371,,1.6917,1.5021,8.6936,1327.01,1.7744,1.5495,17.2746,1.9558,6.8038,7.4905,74.307,7.7579,15851.98,4.6532,56.785,35.295,4.811,5.148,22.0737,82.153,3.8814,2020-03-05
7370,1.1336,119.08,,25.458,7.4697,,0.87165,335.48,,,,4.3042,,10.6145,,,1.0589,143.0,10.4983,,1.7103,1.5213,8.8089,1351.63,1.7858,1.563,17.8514,1.9558,6.9209,7.5035,77.5058,7.8511,16558.49,4.7294,57.542,35.64,4.811,5.2748,22.9958,83.586,3.9576,2020-03-06
7371,1.1336,119.08,,25.458,7.4697,,0.87165,335.48,,,,4.3042,,10.6145,,,1.0589,143.0,10.4983,,1.7103,1.5213,8.8089,1351.63,1.7858,1.563,17.8514,1.9558,6.9209,7.5035,77.5058,7.8511,16558.49,4.7294,57.542,35.64,4.811,5.2748,22.9958,83.586,3.9576,2020-03-07
7372,1.1336,119.08,,25.458,7.4697,,0.87165,335.48,,,,4.3042,,10.6145,,,1.0589,143.0,10.4983,,1.7103,1.5213,8.8089,1351.63,1.7858,1.563,17.8514,1.9558,6.9209,7.5035,77.5058,7.8511,16558.49,4.7294,57.542,35.64,4.811,5.2748,22.9958,83.586,3.9576,2020-03-08
7373,1.1456,117.12,,25.504,7.4695,,0.87383,336.25,,,,4.3132,,10.7203,,,1.0594,145.0,10.89,,1.733,1.5613,8.9041,1374.71,1.8021,1.5841,18.2898,1.9558,7.0002,7.55,85.1553,7.96,16488.05,4.8304,58.013,36.081,4.8175,5.4418,24.3268,84.96,4.0275,2020-03-09
7374,1.139,118.65,,25.725,7.4714,,0.87385,336.2,,,,4.326,,10.8015,,,1.0594,145.3,10.8433,,1.7377,1.5579,8.8496,1357.12,1.8006,1.5817,18.1596,1.9558,6.9884,7.5425,81.5975,7.924,16282.0,4.8265,57.537,35.809,4.8178,5.3243,23.8739,84.11,4.0147,2020-03-10
7375,1.1336,118.55,,25.77,7.4726,,0.8769,335.46,,,,4.318,,10.7238,,,1.0591,145.7,10.8558,,1.7389,1.5579,8.8071,1348.07,1.7951,1.5741,18.21,1.9558,7.0236,7.5745,81.3785,7.8801,16269.99,4.8002,57.383,35.584,4.8213,5.2874,23.9025,83.5215,4.0316,2020-03-11
7376,1.124,116.84,,26.203,7.4727,,0.88623,338.37,,,,4.3599,,10.8945,,,1.0549,148.64,11.3682,,1.7674,1.5524,8.7466,1359.4,1.8173,1.5779,18.4447,1.9558,7.0361,7.6,84.0284,7.8877,16434.0,4.7944,57.645,35.586,4.8213,5.5081,24.8028,83.468,4.0909,2020-03-12
7377,1.1104,119.11,,26.042,7.4732,,0.8907,338.88,,,,4.357,,10.8453,,,1.0608,150.0,11.0966,,1.7684,1.5389,8.6255,1341.38,1.812,1.5684,17.9235,1.9558,6.985,7.563,80.7385,7.7587,16400.61,4.7508,56.453,35.244,4.8213,5.2042,23.7835,81.8765,4.0867,2020-03-13
7378,1.1104,119.11,,26.042,7.4732,,0.8907,338.88,,,,4.357,,10.8453,,,1.0608,150.0,11.0966,,1.7684,1.5389,8.6255,1341.38,1.812,1.5684,17.9235,1.9558,6.985,7.563,80.7385,7.7587,16400.61,4.7508,56.453,35.244,4.8213,5.2042,23.7835,81.8765,4.0867,2020-03-14
7379,1.1104,119.11,,26.042,7.4732,,0.8907,338.88,,,,4.357,,10.8453,,,1.0608,150.0,11.0966,,1.7684,1.5389,8.6255,1341.38,1.812,1.5684,17.9235,1.9558,6.985,7.563,80.7385,7.7587,16400.61,4.7508,56.453,35.244,4.8213,5.2042,23.7835,81.8765,4.0867,2020-03-15
7380,1.1157,117.76,,26.96,7.4731,,0.90918,344.97,,,,4.407,,10.8998,,,1.0546,151.2,11.4765,,1.8198,1.5539,8.6682,1373.34,1.8499,1.5868,18.5602,1.9558,7.1568,7.5785,83.5905,7.8351,16756.2,4.8092,57.625,35.937,4.8343,5.5381,25.4478,82.8075,4.1795,2020-03-16
7381,1.0982,117.5,,26.985,7.4732,,0.90823,347.04,,,,4.4628,,10.9593,,,1.0561,154.4,11.5063,,1.8287,1.5512,8.5274,1365.21,1.842,1.5691,18.2288,1.9558,7.1286,7.5823,82.346,7.7095,16681.66,4.7777,56.563,35.461,4.8418,5.528,25.0491,81.567,4.2411,2020-03-17
7382,1.0934,117.78,,27.154,7.4732,,0.9219,351.38,,,,4.501,,11.0223,,,1.0546,152.7,11.701,,1.8568,1.5749,8.4917,1377.8,1.8727,1.576,18.5624,1.9558,7.0491,7.5935,87.0959,7.6925,16892.54,4.7793,56.441,35.448,4.845,5.6133,26.2014,81.1355,4.1654,2020-03-18
7383,1.0801,118.63,,27.606,7.4731,,0.92985,356.06,,,,4.5604,,11.1523,,,1.0535,152.2,12.3165,,1.8635,1.5623,8.3849,1364.14,1.8903,1.5643,18.68,1.9558,7.0625,7.608,86.9346,7.6849,17187.09,4.7686,55.593,35.076,4.8445,5.6037,26.2955,81.14,3.9802,2020-03-19
7384,1.0707,118.37,,27.191,7.4691,,0.91028,350.91,,,,4.5315,,11.0598,,,1.0546,150.7,12.1215,,1.8226,1.5257,8.3056,1335.64,1.8521,1.5515,18.5127,1.9558,6.9806,7.6098,85.1038,7.5919,17050.9,4.7052,54.895,34.851,4.8505,5.3937,25.6864,80.465,3.8683,2020-03-20
7385,1.0707,118.37,,27.191,7.4691,,0.91028,350.91,,,,4.5315,,11.0598,,,1.0546,150.7,12.1215,,1.8226,1.5257,8.3056,1335.64,1.8521,1.5515,18.5127,1.9558,6.9806,7.6098,85.1038,7.5919,17050.9,4.7052,54.895,34.851,4.8505,5.3937,25.6864,80.465,3.8683,2020-03-21
7386,1.0707,118.37,,27.191,7.4691,,0.91028,350.91,,,,4.5315,,11.0598,,,1.0546,150.7,12.1215,,1.8226,1.5257,8.3056,1335.64,1.8521,1.5515,18.5127,1.9558,6.9806,7.6098,85.1038,7.5919,17050.9,4.7052,54.895,34.851,4.8505,5.3937,25.6864,80.465,3.8683,2020-03-22
7387,1.0783,119.11,,27.635,7.4706,,0.9297,352.33,,,,4.6056,,11.0715,,,1.059,151.5,12.2568,,1.8586,1.551,8.3631,1355.1,1.8939,1.5745,19.014,1.9558,7.1016,7.606,86.08,7.6385,17872.82,4.793,55.425,35.438,4.8481,5.4652,26.613,82.1255,3.9572,2020-03-23
7388,1.0843,119.99,,27.808,7.4669,,0.921,353.07,,,,4.6146,,11.0888,,,1.0572,151.7,11.9745,,1.8315,1.5716,8.4088,1346.65,1.8676,1.5692,19.0754,1.9558,7.011,7.6118,85.1561,7.6549,17701.2,4.804,55.375,35.533,4.8357,5.5116,26.9302,82.358,3.9379,2020-03-24
7389,1.0827,120.67,,27.446,7.4682,,0.91503,354.97,,,,4.5817,,10.9638,,,1.0602,151.9,11.7745,,1.7993,1.5539,8.3941,1334.82,1.8479,1.5651,18.8478,1.9558,6.9672,7.6083,84.8015,7.6844,17447.71,4.7493,55.25,35.491,4.8446,5.4937,26.5704,82.699,3.9411,2020-03-25
7390,1.0981,120.18,,27.55,7.4659,,0.91348,354.99,,,,4.5748,,11.007,,,1.0634,153.5,11.5273,,1.8162,1.5466,8.5136,1336.46,1.853,1.5759,19.1484,1.9558,7.0407,7.6115,85.31,7.7675,17686.0,4.7603,55.981,35.836,4.8335,5.4806,26.0735,82.5345,3.9585,2020-03-26
7391,1.0977,119.36,,27.299,7.4606,,0.89743,355.65,,,,4.5306,,11.0158,,,1.0581,154.0,11.6558,,1.8209,1.5521,8.5095,1346.31,1.8548,1.5762,19.3415,1.9558,7.0935,7.614,86.3819,7.7894,17716.88,4.7619,56.125,35.769,4.8375,5.5905,25.8329,82.8695,3.9413,2020-03-27
7392,1.0977,119.36,,27.299,7.4606,,0.89743,355.65,,,,4.5306,,11.0158,,,1.0581,154.0,11.6558,,1.8209,1.5521,8.5095,1346.31,1.8548,1.5762,19.3415,1.9558,7.0935,7.614,86.3819,7.7894,17716.88,4.7619,56.125,35.769,4.8375,5.5905,25.8329,82.8695,3.9413,2020-03-28
7393,1.0977,119.36,,27.299,7.4606,,0.89743,355.65,,,,4.5306,,11.0158,,,1.0581,154.0,11.6558,,1.8209,1.5521,8.5095,1346.31,1.8548,1.5762,19.3415,1.9558,7.0935,7.614,86.3819,7.7894,17716.88,4.7619,56.125,35.769,4.8375,5.5905,25.8329,82.8695,3.9413,2020-03-29
7394,1.1034,119.34,,27.315,7.4667,,0.889,358.72,,,,4.5509,,11.0375,,,1.0571,154.3,11.6888,,1.8021,1.5626,8.5559,1351.52,1.8405,1.5732,19.7286,1.9558,7.2475,7.6265,88.1385,7.8337,18088.04,4.7806,56.196,36.081,4.8278,5.6511,26.246,83.5,3.9544,2020-03-30
7395,1.0956,118.9,,27.312,7.4674,,0.88643,360.02,,,,4.5506,,11.0613,,,1.0585,155.6,11.51,,1.7967,1.5617,8.4945,1341.03,1.8417,1.5633,19.6095,1.9558,7.2063,7.6255,85.9486,7.7784,17869.24,4.733,55.865,35.925,4.8283,5.7001,26.1772,82.8985,3.9018,2020-03-31
7396,1.0936,117.55,,27.369,7.4642,,0.8846,369.36,,,,4.5815,,10.9368,,,1.0564,156.1,11.2685,,1.8053,1.5601,8.4781,1346.48,1.8547,1.5689,19.6619,1.9558,7.2925,7.6285,86.475,7.7653,18239.61,4.7654,55.709,36.111,4.834,5.7349,26.4097,83.6004,3.9015,2020-04-01
7397,1.0906,117.06,,27.553,7.4661,,0.87738,363.73,,,,4.5697,,10.9265,,,1.0551,155.3,11.2345,,1.797,1.5451,8.4545,1339.88,1.838,1.5617,20.177,1.9558,7.2665,7.6305,85.8405,7.7387,18166.12,4.7524,55.485,35.961,4.832,5.7023,26.4999,83.326,3.9777,2020-04-02
7398,1.0785,117.1,,27.539,7.4689,,0.8785,365.15,,,,4.5765,,10.952,,,1.0547,155.7,11.2628,,1.8004,1.5299,8.3625,1332.82,1.8423,1.5489,20.2642,1.9558,7.2296,7.63,82.8075,7.6476,17918.68,4.7006,54.805,35.601,4.8307,5.6893,26.547,82.216,3.9267,2020-04-03
7399,1.0785,117.1,,27.539,7.4689,,0.8785,365.15,,,,4.5765,,10.952,,,1.0547,155.7,11.2628,,1.8004,1.5299,8.3625,1332.82,1.8423,1.5489,20.2642,1.9558,7.2296,7.63,82.8075,7.6476,17918.68,4.7006,54.805,35.601,4.8307,5.6893,26.547,82.216,3.9267,2020-04-04
7400,1.0785,117.1,,27.539,7.4689,,0.8785,365.15,,,,4.5765,,10.952,,,1.0547,155.7,11.2628,,1.8004,1.5299,8.3625,1332.82,1.8423,1.5489,20.2642,1.9558,7.2296,7.63,82.8075,7.6476,17918.68,4.7006,54.805,35.601,4.8307,5.6893,26.547,82.216,3.9267,2020-04-05
7401,1.0791,117.54,,27.603,7.466,,0.878,365.24,,,,4.5643,,10.9788,,,1.056,155.5,11.3875,,1.779,1.528,8.3651,1326.04,1.82,1.548,20.3534,1.9558,7.3136,7.6255,82.481,7.6519,17710.73,4.7097,54.667,35.459,4.8335,5.7056,27.0896,82.106,3.9144,2020-04-06
7402,1.0885,118.55,,27.215,7.4675,,0.88093,357.62,,,,4.5356,,10.8788,,,1.0582,155.3,11.0945,,1.7578,1.5259,8.4381,1319.39,1.816,1.5501,19.9838,1.9558,7.3562,7.632,82.5675,7.6802,17562.95,4.7268,54.915,35.665,4.8315,5.6678,26.4166,82.252,3.9178,2020-04-07
7403,1.0871,118.36,,27.183,7.464,,0.87948,359.34,,,,4.5442,,10.9385,,,1.0557,155.8,11.194,,1.7596,1.5233,8.4277,1324.36,1.8194,1.5517,19.7624,1.9558,7.3798,7.6235,82.1046,7.6818,17636.02,4.7274,54.977,35.613,4.8365,5.6741,26.3367,82.873,3.9054,2020-04-08
7404,1.0867,118.33,,26.909,7.4657,,0.87565,354.76,,,,4.5586,,10.9455,,,1.0558,155.9,11.2143,,1.7444,1.5265,8.4259,1322.49,1.8128,1.5479,19.6383,1.9558,7.3233,7.6175,80.69,7.6709,17243.21,4.7136,54.939,35.665,4.833,5.5956,26.0321,82.9275,3.8919,2020-04-09
7405,1.0867,118.33,,26.909,7.4657,,0.87565,354.76,,,,4.5586,,10.9455,,,1.0558,155.9,11.2143,,1.7444,1.5265,8.4259,1322.49,1.8128,1.5479,19.6383,1.9558,7.3233,7.6175,80.69,7.6709,17243.21,4.7136,54.939,35.665,4.833,5.5956,26.0321,82.9275,3.8919,2020-04-10
7406,1.0867,118.33,,26.909,7.4657,,0.87565,354.76,,,,4.5586,,10.9455,,,1.0558,155.9,11.2143,,1.7444,1.5265,8.4259,1322.49,1.8128,1.5479,19.6383,1.9558,7.3233,7.6175,80.69,7.6709,17243.21,4.7136,54.939,35.665,4.833,5.5956,26.0321,82.9275,3.8919,2020-04-11
7407,1.0867,118.33,,26.909,7.4657,,0.87565,354.76,,,,4.5586,,10.9455,,,1.0558,155.9,11.2143,,1.7444,1.5265,8.4259,1322.49,1.8128,1.5479,19.6383,1.9558,7.3233,7.6175,80.69,7.6709,17243.21,4.7136,54.939,35.665,4.833,5.5956,26.0321,82.9275,3.8919,2020-04-12
7408,1.0867,118.33,,26.909,7.4657,,0.87565,354.76,,,,4.5586,,10.9455,,,1.0558,155.9,11.2143,,1.7444,1.5265,8.4259,1322.49,1.8128,1.5479,19.6383,1.9558,7.3233,7.6175,80.69,7.6709,17243.21,4.7136,54.939,35.665,4.833,5.5956,26.0321,82.9275,3.8919,2020-04-13
7409,1.0963,117.66,,26.864,7.4623,,0.87253,350.7,,,,4.5473,,10.9158,,,1.0543,155.9,11.3118,,1.7139,1.5257,8.4975,1332.53,1.8008,1.5521,20.0255,1.9558,7.4472,7.613,80.3923,7.7366,17229.09,4.7508,55.453,35.86,4.8343,5.6585,25.8485,83.494,3.928,2020-04-14
7410,1.0903,117.12,,26.991,7.4637,,0.87385,350.3,,,,4.5381,,10.9323,,,1.0534,156.1,11.4503,,1.7299,1.533,8.4513,1330.54,1.8223,1.5533,20.4137,1.9558,7.5093,7.61,81.2045,7.6998,17201.21,4.7314,55.311,35.631,4.8378,5.7116,26.0801,83.414,3.9412,2020-04-15
7411,1.0888,117.12,,27.053,7.4619,,0.87163,349.56,,,,4.5288,,10.8895,,,1.0516,156.5,11.4145,,1.7266,1.5359,8.4391,1334.51,1.821,1.5539,20.2373,1.9558,7.5506,7.601,80.621,7.6991,17089.8,4.7655,55.414,35.56,4.8373,5.699,26.2939,83.705,3.9082,2020-04-16
7412,1.086,116.86,,27.163,7.4603,,0.86978,351.81,,,,4.5185,,10.8548,,,1.0515,156.5,11.2845,,1.7088,1.528,8.4171,1321.53,1.8043,1.5447,20.3626,1.9558,7.4981,7.5715,80.365,7.6821,16925.99,4.7458,55.295,35.328,4.8356,5.6798,26.0926,83.0565,3.8988,2020-04-17
7413,1.086,116.86,,27.163,7.4603,,0.86978,351.81,,,,4.5185,,10.8548,,,1.0515,156.5,11.2845,,1.7088,1.528,8.4171,1321.53,1.8043,1.5447,20.3626,1.9558,7.4981,7.5715,80.365,7.6821,16925.99,4.7458,55.295,35.328,4.8356,5.6798,26.0926,83.0565,3.8988,2020-04-18
7414,1.086,116.86,,27.163,7.4603,,0.86978,351.81,,,,4.5185,,10.8548,,,1.0515,156.5,11.2845,,1.7088,1.528,8.4171,1321.53,1.8043,1.5447,20.3626,1.9558,7.4981,7.5715,80.365,7.6821,16925.99,4.7458,55.295,35.328,4.8356,5.6798,26.0926,83.0565,3.8988,2020-04-19
7415,1.086,117.11,,27.328,7.4584,,0.87343,354.57,,,,4.5272,,10.8623,,,1.0518,156.9,11.2698,,1.7085,1.5325,8.4168,1323.52,1.7962,1.5455,20.3486,1.9558,7.522,7.5503,80.9728,7.6819,16871.01,4.7507,55.126,35.284,4.8377,5.7463,26.1086,83.1435,3.8783,2020-04-20
7416,1.0837,116.39,,27.447,7.4582,,0.8812,355.02,,,,4.5291,,10.9543,,,1.0517,157.8,11.4843,,1.7266,1.5393,8.3987,1335.34,1.8181,1.551,20.5853,1.9558,7.5658,7.57,83.2936,7.6888,17001.63,4.7634,55.096,35.269,4.8373,5.7619,26.3957,83.376,3.8522,2020-04-21
7417,1.0867,117.01,,27.534,7.4589,,0.8792,355.11,,,,4.5349,,10.9423,,,1.0523,158.6,11.6775,,1.7199,1.5375,8.422,1339.66,1.82,1.5508,20.4413,1.9558,7.6008,7.57,83.1961,7.6964,16935.13,4.7437,55.096,35.176,4.8391,5.7866,26.3895,83.1685,3.85,2020-04-22
7418,1.0772,115.75,,27.551,7.4577,,0.872,357.51,,,,4.5379,,10.8883,,,1.0511,158.6,11.5165,,1.6918,1.5226,8.3489,1326.8,1.7947,1.5331,20.5432,1.9558,7.4788,7.575,80.6062,7.6259,16772.0,4.6966,54.571,34.815,4.8425,5.8666,26.3418,81.94,3.8207,2020-04-23
7419,1.08,116.22,,27.31,7.4577,,0.87498,355.19,,,,4.5284,,10.8723,,,1.0525,158.6,11.4785,,1.6943,1.5173,8.3706,1332.59,1.7991,1.5396,20.5019,1.9558,7.5365,7.5523,80.3991,7.6455,16875.0,4.7093,54.891,35.03,4.8419,6.0128,26.8331,82.366,3.7985,2020-04-24
7420,1.08,116.22,,27.31,7.4577,,0.87498,355.19,,,,4.5284,,10.8723,,,1.0525,158.6,11.4785,,1.6943,1.5173,8.3706,1332.59,1.7991,1.5396,20.5019,1.9558,7.5365,7.5523,80.3991,7.6455,16875.0,4.7093,54.891,35.03,4.8419,6.0128,26.8331,82.366,3.7985,2020-04-25
7421,1.08,116.22,,27.31,7.4577,,0.87498,355.19,,,,4.5284,,10.8723,,,1.0525,158.6,11.4785,,1.6943,1.5173,8.3706,1332.59,1.7991,1.5396,20.5019,1.9558,7.5365,7.5523,80.3991,7.6455,16875.0,4.7093,54.891,35.03,4.8419,6.0128,26.8331,82.366,3.7985,2020-04-26
7422,1.0852,116.22,,27.184,7.4591,,0.87263,354.57,,,,4.5287,,10.8748,,,1.0557,158.8,11.4513,,1.6795,1.5255,8.4104,1328.82,1.7893,1.5391,20.4109,1.9558,7.5775,7.5525,80.4926,7.686,16695.8,4.725,54.987,35.236,4.837,6.0328,27.0245,82.6195,3.8109,2020-04-27
7423,1.0877,116.06,,27.227,7.457,,0.87078,355.94,,,,4.5468,,10.748,,,1.0586,159.5,11.2783,,1.6734,1.5179,8.4301,1325.8,1.7956,1.5407,20.2913,1.9558,7.6115,7.56,80.6862,7.6977,16714.69,4.7451,55.032,35.28,4.8445,6.1004,26.5269,82.522,3.808,2020-04-28
7424,1.0842,115.52,,27.125,7.4571,,0.87378,355.55,,,,4.5442,,10.7338,,,1.0571,159.5,11.2728,,1.6655,1.5129,8.4029,1321.59,1.7831,1.5344,19.9836,1.9558,7.5767,7.564,79.821,7.6723,16611.03,4.7136,54.763,35.15,4.8435,5.9318,26.1528,82.0215,3.8058,2020-04-29
7425,1.0876,115.87,,27.097,7.4584,,0.86905,352.72,,,,4.5336,,10.6639,,,1.0558,159.3,11.184,,1.6598,1.5077,8.43,1313.09,1.7705,1.5324,19.6572,1.9558,7.5979,7.579,79.892,7.6665,16178.05,4.6767,54.772,35.216,4.8431,5.8565,25.7953,81.6108,3.8069,2020-04-30
7426,1.0876,115.87,,27.097,7.4584,,0.86905,352.72,,,,4.5336,,10.6639,,,1.0558,159.3,11.184,,1.6598,1.5077,8.43,1313.09,1.7705,1.5324,19.6572,1.9558,7.5979,7.579,79.892,7.6665,16178.05,4.6767,54.772,35.216,4.8431,5.8565,25.7953,81.6108,3.8069,2020-05-01
7427,1.0876,115.87,,27.097,7.4584,,0.86905,352.72,,,,4.5336,,10.6639,,,1.0558,159.3,11.184,,1.6598,1.5077,8.43,1313.09,1.7705,1.5324,19.6572,1.9558,7.5979,7.579,79.892,7.6665,16178.05,4.6767,54.772,35.216,4.8431,5.8565,25.7953,81.6108,3.8069,2020-05-02
7428,1.0876,115.87,,27.097,7.4584,,0.86905,352.72,,,,4.5336,,10.6639,,,1.0558,159.3,11.184,,1.6598,1.5077,8.43,1313.09,1.7705,1.5324,19.6572,1.9558,7.5979,7.579,79.892,7.6665,16178.05,4.6767,54.772,35.216,4.8431,5.8565,25.7953,81.6108,3.8069,2020-05-03
7429,1.0942,116.84,,27.119,7.4622,,0.87898,353.27,,,,4.5668,,10.8113,,,1.0548,159.5,11.328,,1.7022,1.539,8.4838,1340.0,1.8083,1.5495,20.3924,1.9558,7.6932,7.582,82.3404,7.7275,16522.42,4.7226,55.379,35.397,4.8368,6.0781,26.8862,82.787,3.8581,2020-05-04
7430,1.0843,115.71,,26.978,7.4612,,0.8706,350.27,,,,4.5316,,10.698,,,1.0525,159.3,11.173,,1.6825,1.5201,8.4057,1324.81,1.791,1.5359,19.9018,1.9558,7.6866,7.5735,80.4713,7.6575,16372.93,4.6674,54.863,35.126,4.826,5.9576,25.885,82.1435,3.8193,2020-05-05
7431,1.0807,114.65,,26.987,7.4618,,0.87253,349.59,,,,4.5394,,10.6278,,,1.053,159.3,11.09,,1.7046,1.5225,8.3763,1323.48,1.7839,1.5335,20.0603,1.9558,7.7178,7.569,80.7789,7.6707,16259.13,4.6713,54.62,35.004,4.8233,6.0896,26.0485,81.9815,3.7914,2020-05-06
7432,1.0783,114.91,,27.158,7.4605,,0.87478,349.36,,,,4.5467,,10.62,,,1.053,159.1,11.0405,,1.6704,1.5177,8.358,1320.18,1.782,1.5303,20.0698,1.9558,7.7792,7.5665,79.5801,7.6427,16223.02,4.6631,54.497,34.969,4.8235,6.2271,26.0677,81.7685,3.7881,2020-05-07
7433,1.0843,115.34,,27.251,7.4598,,0.87535,349.38,,,,4.5482,,10.5875,,,1.0529,158.5,11.0695,,1.6613,1.5118,8.4052,1322.41,1.7668,1.5326,19.997,1.9558,7.7252,7.5573,79.8383,7.6719,16229.26,4.6994,54.681,34.958,4.828,6.3074,25.9023,81.9615,3.8031,2020-05-08
7434,1.0843,115.34,,27.251,7.4598,,0.87535,349.38,,,,4.5482,,10.5875,,,1.0529,158.5,11.0695,,1.6613,1.5118,8.4052,1322.41,1.7668,1.5326,19.997,1.9558,7.7252,7.5573,79.8383,7.6719,16229.26,4.6994,54.681,34.958,4.828,6.3074,25.9023,81.9615,3.8031,2020-05-09
7435,1.0843,115.34,,27.251,7.4598,,0.87535,349.38,,,,4.5482,,10.5875,,,1.0529,158.5,11.0695,,1.6613,1.5118,8.4052,1322.41,1.7668,1.5326,19.997,1.9558,7.7252,7.5573,79.8383,7.6719,16229.26,4.6994,54.681,34.958,4.828,6.3074,25.9023,81.9615,3.8031,2020-05-10
7436,1.0824,116.16,,27.6,7.4595,,0.87875,349.84,,,,4.5591,,10.5998,,,1.0519,158.7,11.046,,1.6709,1.5136,8.3893,1325.57,1.7808,1.5335,19.96,1.9558,7.6596,7.565,79.6981,7.6783,16202.32,4.6911,54.527,34.837,4.8303,6.2691,25.9201,82.096,3.8072,2020-05-11
7437,1.0858,116.56,,27.423,7.4577,,0.87773,350.75,,,,4.5449,,10.5968,,,1.052,158.7,11.0518,,1.6625,1.5178,8.4154,1326.17,1.7742,1.5357,19.7382,1.9558,7.5979,7.5653,79.4157,7.6933,16073.64,4.6977,54.388,34.854,4.8301,6.2708,25.8251,81.593,3.807,2020-05-12
7438,1.0875,116.28,,27.408,7.4556,,0.88245,353.58,,,,4.5636,,10.5843,,,1.0528,158.3,10.938,,1.6687,1.5243,8.4286,1331.08,1.7983,1.538,19.919,1.9558,7.5861,7.5705,79.5893,7.7102,16092.26,4.704,54.545,34.844,4.8353,6.3606,26.2304,81.8825,3.819,2020-05-13
7439,1.0792,115.48,,27.571,7.4573,,0.88495,354.66,,,,4.5666,,10.6418,,,1.0512,158.3,11.0598,,1.6805,1.5224,8.3647,1329.17,1.8068,1.5374,20.1637,1.9558,7.5159,7.573,80.0145,7.6655,16134.8,4.6843,54.591,34.675,4.8375,6.3925,26.247,81.592,3.8209,2020-05-14
