,city,lat,lng,country,iso2,admin_name,capital,population,population_proper
462,Sankt Wendel,49.4667,7.1667,Germany,DE,Saarland,minor,25862.0,25862.0
463,Teltow,52.4022,13.2706,Germany,DE,Brandenburg,,25825.0,25825.0
464,Bad Honnef am Rhein,50.645,7.2269,Germany,DE,Nordrhein-Westfalen,,25816.0,25816.0
465,Helmstedt,52.2281,11.0106,Germany,DE,Niedersachsen,minor,25728.0,25728.0
466,Bingen am Rhein,49.9669,7.895,Germany,DE,Rheinland-Pfalz,,25659.0,25659.0
467,Achern,48.6314,8.0739,Germany,DE,Baden-Wuerttemberg,,25630.0,25630.0
468,Zirndorf,49.45,10.95,Germany,DE,Bayern,,25596.0,25596.0
469,Roth,49.2461,11.0911,Germany,DE,Bayern,,25593.0,25593.0
470,Lennestadt,51.1236,8.0681,Germany,DE,Nordrhein-Westfalen,,25503.0,25503.0
471,Verl,51.8831,8.5167,Germany,DE,Nordrhein-Westfalen,,25498.0,25498.0
472,Lindau,47.5458,9.6839,Germany,DE,Bayern,,25490.0,25490.0
473,Luebbecke,52.3081,8.6231,Germany,DE,Nordrhein-Westfalen,,25490.0,25490.0
474,Rinteln,52.1906,9.0814,Germany,DE,Niedersachsen,,25484.0,25484.0
475,Brilon,51.3956,8.5678,Germany,DE,Nordrhein-Westfalen,,25417.0,25417.0
476,Stassfurt,51.8667,11.5667,Germany,DE,Sachsen-Anhalt,,25385.0,25385.0
477,Zittau,50.8961,14.8072,Germany,DE,Sachsen,,25381.0,25381.0
478,Plettenberg,51.2128,7.8715,Germany,DE,Nordrhein-Westfalen,,25318.0,25318.0
479,Gross-Gerau,49.9214,8.4818,Germany,DE,Hessen,minor,25302.0,25302.0
480,Schleswig,54.5153,9.5697,Germany,DE,Schleswig-Holstein,minor,25276.0,25276.0
481,Geretsried,47.8667,11.4667,Germany,DE,Bayern,,25275.0,25275.0
482,Rottweil,48.1681,8.6247,Germany,DE,Baden-Wuerttemberg,minor,25274.0,25274.0
483,Friedrichsdorf,50.2569,8.6418,Germany,DE,Hessen,,25194.0,25194.0
484,Petershagen,52.3833,8.9667,Germany,DE,Nordrhein-Westfalen,,25168.0,25168.0
485,Pfungstadt,49.8056,8.6044,Germany,DE,Hessen,,25151.0,25151.0
486,Bad Oldesloe,53.8117,10.3742,Germany,DE,Schleswig-Holstein,minor,24744.0,24744.0
